,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
32468,INN32469,3,0,0,3,Meal Plan 1,0,Room_Type 1,127,2018,7,14,Offline,0,0,0,96.9,1,Not_Canceled
26312,INN26313,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled
22422,INN22423,2,0,2,7,Meal Plan 1,0,Room_Type 1,94,2017,7,14,Online,0,0,0,55.96,0,Canceled
4071,INN04072,2,0,1,3,Meal Plan 1,0,Room_Type 1,71,2018,5,30,Online,0,0,0,119.85,1,Not_Canceled
25913,INN25914,1,0,0,4,Meal Plan 1,0,Room_Type 1,215,2018,5,4,Online,0,0,0,100.8,2,Canceled
19684,INN19685,2,0,0,1,Meal Plan 1,0,Room_Type 4,5,2018,7,1,Online,0,0,0,144.0,0,Not_Canceled
31241,INN31242,2,0,1,4,Meal Plan 1,0,Room_Type 4,12,2018,9,14,Online,0,0,0,147.2,1,Not_Canceled
21815,INN21816,2,0,2,5,Meal Plan 1,0,Room_Type 1,150,2018,9,24,Online,0,0,0,129.6,2,Canceled
20611,INN20612,2,0,0,2,Not Selected,0,Room_Type 1,142,2018,7,1,Online,0,0,0,85.5,0,Canceled
7739,INN07740,2,0,0,2,Meal Plan 1,0,Room_Type 1,2,2018,2,12,Offline,0,0,0,87.0,0,Not_Canceled
8761,INN08762,2,0,1,3,Meal Plan 1,0,Room_Type 1,8,2018,11,7,Online,0,0,0,120.47,1,Not_Canceled
26838,INN26839,2,0,0,1,Meal Plan 1,0,Room_Type 1,92,2018,11,11,Offline,0,0,0,90.0,0,Not_Canceled
35125,INN35126,2,0,0,3,Meal Plan 1,0,Room_Type 1,24,2017,9,22,Online,0,0,0,95.48,1,Not_Canceled
3076,INN03077,1,2,1,0,Meal Plan 1,0,Room_Type 1,36,2018,7,25,Online,0,0,0,161.1,2,Not_Canceled
4837,INN04838,1,0,0,3,Not Selected,0,Room_Type 1,65,2018,9,27,Online,0,0,0,125.1,1,Not_Canceled
2565,INN02566,1,0,0,1,Meal Plan 1,0,Room_Type 4,49,2018,3,9,Online,0,0,0,67.22,1,Not_Canceled
14356,INN14357,2,0,0,4,Meal Plan 1,0,Room_Type 6,2,2018,6,29,Online,0,0,0,214.0,0,Canceled
31624,INN31625,2,0,1,3,Meal Plan 2,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,86.0,0,Canceled
34790,INN34791,2,1,2,5,Meal Plan 1,0,Room_Type 1,150,2018,7,7,Online,0,0,0,120.82,0,Canceled
33622,INN33623,2,0,0,1,Not Selected,0,Room_Type 1,39,2018,8,17,Online,0,0,0,145.1,2,Not_Canceled
10460,INN10461,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
29984,INN29985,2,0,1,0,Meal Plan 1,0,Room_Type 1,27,2018,9,19,Offline,0,0,0,118.15,0,Canceled
17889,INN17890,2,0,0,5,Meal Plan 1,0,Room_Type 1,140,2017,12,29,Offline,0,0,0,70.0,0,Not_Canceled
15546,INN15547,1,0,0,2,Meal Plan 1,1,Room_Type 1,4,2018,4,12,Aviation,0,0,0,104.0,0,Not_Canceled
12342,INN12343,1,0,0,3,Meal Plan 2,0,Room_Type 1,88,2018,5,3,Offline,0,0,0,96.0,0,Not_Canceled
21889,INN21890,2,0,2,5,Meal Plan 1,0,Room_Type 1,242,2018,12,27,Online,0,0,0,58.36,1,Canceled
15205,INN15206,1,0,0,1,Meal Plan 1,0,Room_Type 1,28,2017,10,29,Offline,0,0,0,130.0,0,Not_Canceled
28429,INN28430,3,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,6,22,Online,0,0,0,147.0,2,Not_Canceled
32717,INN32718,2,1,1,4,Meal Plan 1,0,Room_Type 1,47,2018,4,25,Online,0,0,0,119.17,0,Canceled
9324,INN09325,2,0,0,1,Not Selected,0,Room_Type 1,71,2018,11,3,Online,0,0,0,79.2,2,Not_Canceled
34730,INN34731,0,2,1,1,Meal Plan 1,0,Room_Type 2,178,2018,8,27,Online,0,0,0,88.77,0,Canceled
26025,INN26026,2,0,0,2,Not Selected,0,Room_Type 1,14,2018,11,18,Online,0,0,0,89.0,2,Not_Canceled
18475,INN18476,2,0,0,4,Meal Plan 1,0,Room_Type 1,153,2018,10,19,Offline,0,0,0,89.76,0,Canceled
28958,INN28959,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,3,11,Online,0,0,0,109.0,1,Not_Canceled
31758,INN31759,2,0,0,1,Meal Plan 1,0,Room_Type 1,23,2018,2,13,Online,0,0,0,91.0,1,Not_Canceled
3368,INN03369,2,0,1,1,Meal Plan 1,0,Room_Type 1,50,2018,8,29,Online,0,0,0,109.8,0,Not_Canceled
35490,INN35491,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled
33667,INN33668,3,0,1,5,Meal Plan 1,0,Room_Type 4,121,2018,9,20,Online,0,0,0,162.0,0,Canceled
21498,INN21499,2,0,2,2,Meal Plan 1,0,Room_Type 1,56,2017,9,25,Offline,0,0,0,185.0,0,Not_Canceled
29333,INN29334,2,0,1,5,Meal Plan 1,0,Room_Type 1,13,2018,12,19,Online,0,0,0,88.4,2,Not_Canceled
2097,INN02098,2,0,2,1,Meal Plan 1,0,Room_Type 1,87,2018,10,23,Offline,0,0,0,80.75,1,Not_Canceled
3391,INN03392,2,0,0,3,Not Selected,0,Room_Type 1,22,2018,9,15,Online,0,0,0,139.0,3,Not_Canceled
13721,INN13722,2,0,1,2,Meal Plan 1,0,Room_Type 1,120,2018,6,10,Online,0,0,0,126.9,0,Canceled
18238,INN18239,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,2,16,Online,0,0,0,91.0,0,Not_Canceled
8070,INN08071,2,1,0,1,Meal Plan 1,0,Room_Type 1,4,2018,7,14,Online,0,0,0,151.0,1,Not_Canceled
22892,INN22893,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,80.0,0,Canceled
27580,INN27581,1,0,0,1,Meal Plan 1,0,Room_Type 1,54,2017,11,18,Corporate,0,0,0,65.0,1,Not_Canceled
1509,INN01510,2,0,2,1,Meal Plan 1,0,Room_Type 1,39,2018,7,3,Online,0,0,0,117.9,0,Canceled
18545,INN18546,1,0,2,2,Meal Plan 1,0,Room_Type 1,163,2018,6,5,Offline,0,0,0,100.0,0,Canceled
18421,INN18422,2,0,0,3,Meal Plan 1,0,Room_Type 4,47,2017,11,11,Offline,0,0,0,60.0,0,Not_Canceled
2857,INN02858,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,17,Offline,0,0,0,65.0,0,Not_Canceled
24896,INN24897,2,0,0,4,Meal Plan 1,0,Room_Type 1,35,2017,10,20,Online,0,0,0,96.3,2,Not_Canceled
26419,INN26420,2,2,2,2,Meal Plan 1,0,Room_Type 6,0,2018,3,25,Online,0,0,0,78.42,1,Not_Canceled
24744,INN24745,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115.0,1,Canceled
928,INN00929,3,0,1,2,Meal Plan 1,0,Room_Type 4,99,2018,5,13,Online,0,0,0,159.3,0,Canceled
5512,INN05513,2,0,0,3,Meal Plan 1,0,Room_Type 1,204,2018,5,5,Online,0,0,0,100.0,0,Canceled
24473,INN24474,2,0,0,1,Meal Plan 1,0,Room_Type 1,154,2018,8,26,Offline,0,0,0,72.25,0,Not_Canceled
27494,INN27495,1,0,1,0,Meal Plan 1,1,Room_Type 5,0,2018,7,18,Corporate,0,0,0,139.0,0,Not_Canceled
36142,INN36143,3,0,0,4,Meal Plan 1,0,Room_Type 4,37,2018,4,27,Online,0,0,0,148.95,0,Canceled
19185,INN19186,2,0,1,2,Meal Plan 1,0,Room_Type 2,224,2018,8,1,Online,0,0,0,86.62,1,Not_Canceled
4395,INN04396,2,0,0,2,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,86.0,0,Not_Canceled
32631,INN32632,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,2017,10,19,Corporate,0,0,0,123.0,0,Not_Canceled
13878,INN13879,2,0,1,0,Meal Plan 1,0,Room_Type 1,17,2017,12,14,Online,0,0,0,69.6,0,Not_Canceled
4109,INN04110,3,0,0,4,Meal Plan 1,0,Room_Type 4,87,2018,6,29,Online,0,0,0,146.7,1,Not_Canceled
17019,INN17020,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,5,27,Offline,0,0,0,73.0,0,Not_Canceled
35621,INN35622,2,0,1,2,Meal Plan 1,0,Room_Type 1,1,2018,6,17,Offline,0,0,0,75.0,1,Not_Canceled
7063,INN07064,1,0,1,0,Meal Plan 1,0,Room_Type 1,64,2018,10,30,Online,0,0,0,89.1,0,Canceled
2497,INN02498,2,0,1,0,Not Selected,0,Room_Type 1,35,2018,9,26,Online,0,0,0,99.0,0,Canceled
5325,INN05326,2,0,2,5,Meal Plan 1,0,Room_Type 1,155,2018,8,14,Online,0,0,0,105.52,3,Not_Canceled
34890,INN34891,0,2,2,2,Meal Plan 1,0,Room_Type 2,31,2018,9,16,Online,0,0,0,124.25,2,Not_Canceled
20908,INN20909,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled
21238,INN21239,2,1,0,2,Meal Plan 1,0,Room_Type 1,26,2018,4,15,Online,0,0,0,145.0,2,Not_Canceled
19908,INN19909,2,0,1,4,Meal Plan 1,0,Room_Type 1,77,2017,11,16,Online,0,0,0,72.25,2,Canceled
29887,INN29888,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Offline,0,0,0,115.0,0,Canceled
1097,INN01098,2,0,0,4,Meal Plan 1,0,Room_Type 1,86,2018,3,23,Online,0,0,0,88.83,1,Canceled
26986,INN26987,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,8,20,Online,0,0,0,121.6,0,Canceled
6583,INN06584,2,0,2,1,Not Selected,0,Room_Type 1,46,2018,4,3,Online,0,0,0,107.1,0,Not_Canceled
3088,INN03089,3,0,2,1,Meal Plan 2,0,Room_Type 1,122,2018,3,27,Offline,0,0,0,128.0,2,Not_Canceled
10590,INN10591,2,0,1,3,Meal Plan 1,0,Room_Type 1,66,2018,6,9,Online,0,0,0,126.9,1,Not_Canceled
16830,INN16831,2,0,2,5,Meal Plan 1,0,Room_Type 4,123,2018,10,21,Online,0,0,0,129.34,0,Not_Canceled
7880,INN07881,2,0,2,1,Meal Plan 2,0,Room_Type 1,122,2018,3,27,Offline,0,0,0,107.0,1,Not_Canceled
33258,INN33259,0,2,2,2,Meal Plan 1,0,Room_Type 2,88,2018,10,8,Online,0,0,0,108.0,3,Not_Canceled
6222,INN06223,2,0,2,3,Meal Plan 1,0,Room_Type 1,82,2018,4,3,Online,0,0,0,73.9,0,Not_Canceled
25819,INN25820,2,0,0,4,Meal Plan 1,0,Room_Type 1,110,2017,12,9,Offline,0,0,0,70.0,0,Not_Canceled
18492,INN18493,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,9,19,Corporate,1,0,1,65.0,0,Not_Canceled
17479,INN17480,2,0,1,2,Meal Plan 1,0,Room_Type 4,150,2018,5,6,Online,0,0,0,114.3,0,Not_Canceled
11466,INN11467,2,1,0,2,Meal Plan 1,0,Room_Type 1,46,2018,6,29,Online,0,0,0,134.1,1,Not_Canceled
2071,INN02072,2,0,1,3,Meal Plan 1,0,Room_Type 1,124,2018,4,14,Online,0,0,0,87.55,0,Canceled
28382,INN28383,2,0,0,3,Meal Plan 2,0,Room_Type 1,13,2018,4,26,Offline,0,0,0,96.0,0,Not_Canceled
31535,INN31536,1,0,0,3,Meal Plan 1,0,Room_Type 1,92,2018,6,16,Online,0,0,0,135.9,1,Not_Canceled
21168,INN21169,2,2,2,2,Meal Plan 1,0,Room_Type 7,4,2018,4,8,Online,0,0,0,221.39,2,Not_Canceled
34685,INN34686,2,0,0,1,Meal Plan 1,0,Room_Type 1,22,2018,9,15,Online,0,0,0,159.0,3,Not_Canceled
18300,INN18301,2,0,0,2,Meal Plan 1,0,Room_Type 1,31,2017,9,15,Online,0,0,0,94.5,1,Not_Canceled
15207,INN15208,2,0,2,5,Meal Plan 1,0,Room_Type 1,42,2017,10,26,Online,0,0,0,98.36,1,Not_Canceled
5420,INN05421,2,0,0,1,Meal Plan 1,0,Room_Type 1,67,2017,11,13,Online,0,0,0,72.25,2,Not_Canceled
32110,INN32111,2,0,2,3,Meal Plan 1,0,Room_Type 4,27,2018,6,19,Online,0,0,0,137.76,0,Canceled
34953,INN34954,2,0,0,1,Meal Plan 1,0,Room_Type 1,73,2018,10,28,Offline,0,0,0,72.0,0,Not_Canceled
8280,INN08281,2,0,1,3,Meal Plan 1,0,Room_Type 1,29,2018,12,1,Online,0,0,0,64.67,1,Not_Canceled
22442,INN22443,2,0,0,2,Not Selected,0,Room_Type 1,61,2018,7,26,Online,0,0,0,94.5,0,Canceled
8056,INN08057,1,0,0,2,Meal Plan 1,0,Room_Type 1,55,2018,3,31,Corporate,1,0,5,65.0,0,Not_Canceled
19417,INN19418,2,0,0,3,Meal Plan 1,0,Room_Type 1,24,2018,2,3,Online,0,0,0,96.0,0,Canceled
4797,INN04798,2,0,0,3,Meal Plan 1,0,Room_Type 1,204,2018,5,5,Online,0,0,0,100.0,0,Canceled
28524,INN28525,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Corporate,0,0,0,65.0,0,Not_Canceled
12134,INN12135,2,0,2,1,Not Selected,0,Room_Type 1,22,2018,1,9,Online,0,0,0,65.75,0,Not_Canceled
7082,INN07083,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,11,3,Online,0,0,0,112.0,1,Canceled
10515,INN10516,3,0,2,5,Meal Plan 1,0,Room_Type 1,165,2018,8,13,Online,0,0,0,137.34,0,Canceled
13352,INN13353,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115.0,0,Canceled
31865,INN31866,1,0,1,2,Meal Plan 1,0,Room_Type 1,180,2018,10,10,Offline,0,0,0,120.0,0,Canceled
11025,INN11026,0,2,1,3,Meal Plan 1,0,Room_Type 2,182,2018,10,31,Online,0,0,0,83.5,1,Not_Canceled
12474,INN12475,1,0,2,3,Not Selected,0,Room_Type 1,49,2018,9,3,Online,0,0,0,94.32,3,Not_Canceled
4083,INN04084,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,87.0,0,Not_Canceled
27483,INN27484,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
27008,INN27009,2,0,1,3,Meal Plan 1,0,Room_Type 1,38,2018,6,20,Offline,0,0,0,80.2,1,Not_Canceled
8121,INN08122,2,0,0,1,Meal Plan 1,1,Room_Type 4,1,2017,10,15,Online,0,0,0,145.0,0,Not_Canceled
421,INN00422,2,0,1,2,Meal Plan 1,0,Room_Type 1,224,2017,10,2,Offline,0,0,0,65.0,0,Not_Canceled
12820,INN12821,2,0,0,2,Meal Plan 1,0,Room_Type 4,18,2018,5,13,Online,0,0,0,156.0,0,Canceled
28757,INN28758,2,0,0,4,Meal Plan 1,0,Room_Type 1,253,2018,5,4,Offline,0,0,0,90.0,0,Canceled
35443,INN35444,2,0,2,5,Meal Plan 1,0,Room_Type 4,195,2018,8,17,Online,0,0,0,112.2,2,Canceled
19804,INN19805,2,0,0,3,Meal Plan 1,0,Room_Type 1,17,2017,10,20,Online,0,0,0,82.08,0,Not_Canceled
15036,INN15037,2,0,0,1,Not Selected,0,Room_Type 1,84,2018,11,26,Online,0,0,0,79.2,1,Canceled
9715,INN09716,1,0,2,1,Meal Plan 1,1,Room_Type 1,3,2018,3,13,Corporate,0,0,0,69.0,0,Not_Canceled
28678,INN28679,2,0,2,2,Meal Plan 1,0,Room_Type 2,109,2018,4,16,Online,0,0,0,75.76,0,Not_Canceled
4302,INN04303,2,0,0,1,Meal Plan 1,0,Room_Type 1,52,2018,5,21,Online,0,0,0,126.9,2,Not_Canceled
15423,INN15424,2,0,2,1,Meal Plan 1,0,Room_Type 1,228,2018,10,30,Online,0,0,0,87.9,0,Canceled
3515,INN03516,2,0,1,2,Meal Plan 1,0,Room_Type 1,24,2017,12,18,Online,0,0,0,53.58,0,Not_Canceled
32758,INN32759,2,0,2,1,Not Selected,0,Room_Type 1,40,2018,2,14,Online,0,0,0,67.5,1,Canceled
18948,INN18949,2,0,1,3,Meal Plan 1,0,Room_Type 2,16,2018,1,18,Online,0,0,0,86.25,0,Not_Canceled
33353,INN33354,2,0,1,2,Not Selected,0,Room_Type 1,164,2018,10,17,Online,0,0,0,108.0,0,Canceled
13036,INN13037,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Corporate,0,0,0,65.0,0,Not_Canceled
8123,INN08124,2,0,2,2,Not Selected,0,Room_Type 1,116,2018,10,23,Online,0,0,0,94.05,0,Canceled
20300,INN20301,2,0,2,5,Meal Plan 1,0,Room_Type 1,118,2018,6,26,Online,0,0,0,95.81,0,Canceled
32700,INN32701,2,2,0,3,Meal Plan 1,0,Room_Type 1,0,2017,9,1,Online,0,0,0,165.0,0,Not_Canceled
5520,INN05521,2,0,0,2,Meal Plan 1,0,Room_Type 4,64,2018,9,16,Online,0,0,0,149.4,1,Not_Canceled
17760,INN17761,2,0,2,4,Meal Plan 1,0,Room_Type 1,114,2018,5,12,Online,0,0,0,115.25,0,Canceled
1223,INN01224,1,0,2,3,Meal Plan 1,0,Room_Type 4,164,2018,9,17,Online,0,0,0,108.11,1,Canceled
32449,INN32450,2,0,2,1,Meal Plan 2,0,Room_Type 1,220,2018,9,17,Offline,0,0,0,156.0,1,Canceled
22981,INN22982,1,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,6,7,Complementary,1,0,2,0.0,0,Not_Canceled
27393,INN27394,2,0,2,5,Meal Plan 1,0,Room_Type 1,26,2017,10,31,Online,0,0,0,95.96,1,Not_Canceled
22116,INN22117,2,0,0,4,Meal Plan 1,0,Room_Type 4,55,2017,11,17,Offline,0,0,0,60.0,0,Not_Canceled
35969,INN35970,2,0,1,1,Not Selected,0,Room_Type 1,1,2018,6,13,Online,0,0,0,79.0,1,Not_Canceled
18560,INN18561,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
384,INN00385,2,0,2,1,Meal Plan 1,0,Room_Type 1,91,2018,6,19,Online,0,0,0,135.9,0,Canceled
2578,INN02579,2,0,0,1,Meal Plan 1,0,Room_Type 4,120,2018,10,28,Online,0,0,0,104.4,1,Canceled
14515,INN14516,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Offline,0,0,0,115.0,0,Canceled
20535,INN20536,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,2017,12,24,Online,0,0,0,66.99,1,Not_Canceled
35100,INN35101,2,0,2,2,Meal Plan 1,0,Room_Type 4,104,2018,4,8,Online,0,0,0,90.95,0,Canceled
28394,INN28395,2,0,0,4,Meal Plan 1,0,Room_Type 1,87,2018,8,31,Online,0,0,0,131.4,2,Not_Canceled
15084,INN15085,2,0,1,2,Meal Plan 1,0,Room_Type 1,159,2018,9,19,Offline,0,0,0,144.0,0,Canceled
35516,INN35517,2,0,0,4,Meal Plan 1,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,70.0,0,Canceled
19821,INN19822,2,0,2,2,Meal Plan 1,0,Room_Type 1,117,2018,4,29,Online,0,0,0,95.2,1,Not_Canceled
2289,INN02290,2,0,0,3,Meal Plan 1,0,Room_Type 4,14,2018,4,7,Online,0,0,0,126.0,0,Canceled
15099,INN15100,2,1,0,1,Meal Plan 1,0,Room_Type 1,37,2018,3,25,Online,0,0,0,143.1,1,Canceled
188,INN00189,2,0,2,3,Meal Plan 1,0,Room_Type 1,303,2018,8,19,Online,0,0,0,78.0,0,Canceled
23435,INN23436,2,0,2,1,Meal Plan 1,0,Room_Type 1,44,2018,4,23,Offline,0,0,0,95.0,1,Not_Canceled
20673,INN20674,1,0,0,2,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,71.0,0,Not_Canceled
17629,INN17630,2,0,1,0,Meal Plan 1,0,Room_Type 1,141,2017,9,20,Offline,0,0,0,90.0,0,Not_Canceled
1579,INN01580,2,0,1,1,Meal Plan 2,0,Room_Type 5,96,2017,9,28,Online,0,0,0,138.0,0,Canceled
25313,INN25314,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,8,19,Online,0,0,0,106.0,0,Not_Canceled
5951,INN05952,1,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,Online,0,0,0,36.25,0,Canceled
6655,INN06656,2,1,0,1,Meal Plan 1,1,Room_Type 4,1,2018,5,31,Online,0,0,0,155.0,2,Not_Canceled
16927,INN16928,2,0,2,5,Meal Plan 1,0,Room_Type 2,33,2018,1,31,Online,0,0,0,71.53,0,Not_Canceled
25454,INN25455,0,2,0,1,Meal Plan 1,0,Room_Type 2,193,2018,7,15,Online,0,0,0,86.5,0,Canceled
9817,INN09818,2,0,2,1,Meal Plan 1,0,Room_Type 1,166,2018,8,27,Online,0,0,0,96.3,0,Canceled
16683,INN16684,2,0,0,2,Meal Plan 1,0,Room_Type 1,107,2018,11,25,Offline,0,0,0,68.0,0,Not_Canceled
8673,INN08674,1,0,0,2,Meal Plan 1,0,Room_Type 1,52,2018,9,16,Offline,0,0,0,75.0,0,Not_Canceled
10188,INN10189,1,0,0,3,Meal Plan 1,0,Room_Type 4,28,2018,6,14,Online,0,0,0,108.42,1,Not_Canceled
13745,INN13746,2,2,0,1,Meal Plan 1,0,Room_Type 6,79,2018,12,27,Online,0,0,0,156.6,1,Not_Canceled
18028,INN18029,2,0,0,1,Meal Plan 1,0,Room_Type 1,13,2018,9,20,Online,0,0,0,119.2,0,Not_Canceled
17757,INN17758,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Offline,0,0,0,100.0,0,Canceled
12850,INN12851,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,2018,9,26,Offline,0,0,0,95.0,0,Canceled
34423,INN34424,1,0,0,1,Meal Plan 1,0,Room_Type 4,6,2018,5,3,Corporate,0,0,0,110.0,0,Not_Canceled
35941,INN35942,3,0,2,5,Meal Plan 1,0,Room_Type 4,32,2018,10,4,Online,0,0,0,171.13,2,Not_Canceled
6383,INN06384,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Online,0,0,0,110.0,0,Canceled
14397,INN14398,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
12350,INN12351,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
32011,INN32012,2,0,0,1,Meal Plan 1,0,Room_Type 1,84,2017,7,25,Online,0,0,0,76.5,2,Not_Canceled
17759,INN17760,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
27324,INN27325,2,0,2,5,Meal Plan 1,0,Room_Type 1,148,2018,7,25,Online,0,0,0,105.96,1,Not_Canceled
7511,INN07512,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2018,12,16,Offline,0,0,0,70.0,0,Not_Canceled
17059,INN17060,2,0,1,3,Not Selected,0,Room_Type 1,31,2018,11,17,Online,0,0,0,74.8,0,Canceled
20010,INN20011,2,1,0,3,Meal Plan 2,0,Room_Type 1,79,2018,6,29,Online,0,0,0,173.25,1,Not_Canceled
27717,INN27718,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled
2678,INN02679,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2017,10,12,Corporate,0,0,0,65.0,0,Not_Canceled
6909,INN06910,1,0,0,2,Meal Plan 1,0,Room_Type 1,107,2018,6,10,Offline,0,0,0,120.0,1,Not_Canceled
14460,INN14461,2,0,2,2,Meal Plan 1,0,Room_Type 1,113,2018,7,15,Offline,0,0,0,72.25,0,Not_Canceled
6945,INN06946,2,0,2,5,Meal Plan 1,0,Room_Type 1,163,2018,9,10,Offline,0,0,0,96.88,0,Not_Canceled
13969,INN13970,1,0,2,3,Meal Plan 1,0,Room_Type 1,3,2017,11,15,Offline,0,0,0,44.8,0,Not_Canceled
4826,INN04827,2,0,2,1,Meal Plan 1,0,Room_Type 1,76,2018,6,19,Online,0,0,0,126.9,2,Not_Canceled
14674,INN14675,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,2018,4,11,Online,0,0,0,116.0,0,Canceled
36177,INN36178,2,0,2,3,Meal Plan 1,1,Room_Type 1,55,2018,11,24,Online,0,0,0,68.07,1,Not_Canceled
25772,INN25773,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,107.0,0,Canceled
28456,INN28457,1,0,2,2,Meal Plan 1,0,Room_Type 1,11,2017,10,23,Offline,0,0,0,75.25,0,Not_Canceled
8817,INN08818,1,0,2,1,Meal Plan 1,0,Room_Type 1,24,2018,11,27,Online,0,0,0,80.2,0,Not_Canceled
7503,INN07504,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,2017,9,21,Online,0,0,0,145.0,1,Not_Canceled
21243,INN21244,1,0,0,3,Meal Plan 1,0,Room_Type 1,5,2017,12,1,Offline,0,0,0,64.8,0,Not_Canceled
1526,INN01527,1,0,1,3,Meal Plan 1,0,Room_Type 1,169,2018,9,1,Offline,0,0,0,76.5,0,Not_Canceled
25810,INN25811,2,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,80.0,0,Not_Canceled
19025,INN19026,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
20756,INN20757,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2017,9,8,Offline,0,0,0,102.4,1,Not_Canceled
5864,INN05865,1,0,0,3,Meal Plan 1,0,Room_Type 1,5,2018,4,12,Corporate,1,0,1,104.0,3,Not_Canceled
33969,INN33970,2,0,1,3,Meal Plan 1,0,Room_Type 1,24,2018,10,17,Offline,0,0,0,85.0,1,Not_Canceled
27360,INN27361,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled
35555,INN35556,2,0,2,5,Meal Plan 1,0,Room_Type 1,299,2018,9,17,Online,0,0,0,100.3,0,Canceled
20679,INN20680,2,0,1,2,Meal Plan 1,0,Room_Type 1,15,2018,1,18,Online,0,0,0,87.0,0,Not_Canceled
7824,INN07825,2,0,1,2,Meal Plan 1,0,Room_Type 1,2,2017,8,21,Online,0,0,0,100.67,2,Not_Canceled
14086,INN14087,2,0,1,3,Meal Plan 1,0,Room_Type 1,113,2018,6,30,Offline,0,0,0,85.0,0,Canceled
6392,INN06393,1,0,1,2,Not Selected,0,Room_Type 1,3,2017,9,21,Online,0,0,0,133.0,2,Not_Canceled
28026,INN28027,3,0,0,2,Meal Plan 1,0,Room_Type 4,101,2018,7,22,Online,0,0,0,142.2,0,Canceled
3336,INN03337,2,2,0,3,Meal Plan 1,0,Room_Type 1,176,2018,9,15,Online,0,0,0,143.1,0,Canceled
